id	name	title	description	category
1105	idr0079-hartmann-lateralline	An Image-Based Data-Driven Analysis of Cellular Architecture in a Developing Tissue	A data-driven analysis of cell morphology and intracellular organization in the developing zebrafish posterior lateral line primordium, a model tissue for the study of self-organized morphogenesis. 3D image stacks were acquired using AiryScan FAST-mode confocal fluorescence microscopy. Automated single-cell segmentation and point cloud-based morphometry were developed to extract numerical features representing cell morphology and intracellular protein distributions. Machine learning was used with the extracted numerical features to perform data integration across experiments and context-guided data visualization. The resulting data was analyzed to discover biologically meaningful patterns at the cell and tissue scale.	Study
1102	idr0079-hartmann-lateralline/experimentA	An Image-Based Data-Driven Analysis of Cellular Architecture in a Developing Tissue	3D confocal live imaging of the zebrafish posterior lateral line primordium labeled with the membrane marker cldnB:lyn-EGFP for segmentation and optionally with one of several additional labels.	Experiment
1103	idr0079-hartmann-lateralline/experimentB	An Image-Based Data-Driven Analysis of Cellular Architecture in a Developing Tissue	3D confocal imaging of fixed samples of the zebrafish posterior lateral line primordium labeled with the membrane marker cldnB:lyn-EGFP and stained for pea3 mRNA using single molecule Fluorescence In-Situ Hybridization (smFISH).	Experiment
1251	idr0082-pennycuick-lesions/experimentA	Immune surveillance in clinical regression of pre-invasive squamous cell lung cancer	H&E Imaging of 112 lung carcinoma in-situ lesions, with CIS and stromal regions annotated, and quantification of infiltrating lymphocytes.	Experiment
1051	idr0083-lamers-sarscov2/experimentA	SARS-CoV-2 productively Infects Human Gut Enterocytes	TEM analysis of SARS-CoV-2 infected intestine organoids	Experiment
1151	idr0084-oudelaar-alphaglobin/experimentA	Dynamics of the 4D genome during in vivo mouse erythroid lineage specification and differentiation	We performed RNA-FISH assays to determine the proportion of cells at three different stages of early erythroid differentiation that display nascent transcription of alpha-globin genes.	Experiment
1202	idr0085-walsh-mfhrem/experimentA	Multi-fluorescence high-resolution episcopic microscopy (MF-HREM) for three dimensional imaging of adult murine organs	Application of MF-HREM to imaging and analysis of adult mouse: kidney glomeruli, xenograft tumour vasculature and cell migration, brain microsvasculature and white matter orientation, brain white matter orientation and cell nuclei distribution	Experiment
1152	idr0086-miron-micrographs	Chromatin arranges in chains of mesoscale domains with nanoscale functional topography independent of cohesin	Three-dimensional (3D) chromatin organization plays a key role in regulating mammalian genome function, however many of its physical features at the single-cell level remain underexplored. Here we use 3D super-resolution and scanning electron microscopy to analyze structural and functional nuclear organization in somatic cells. We identify linked chromatin domains (CDs) composed of irregular ~200-300-nm-wide aggregates of nucleosomes that can overlap with individual topologically associating domains and are distinct from a surrounding RNA-populated interchromatin region. High-content mapping uncovers confinement of cohesin and active histone modifications to surfaces and enrichment of repressive modifications towards the core of CDs in both hetero- and euchromatic regions. This nanoscale functional topography is temporarily relaxed in postreplicative chromatin, but remarkably persists after ablation of cohesin. Our findings establish CDs as physical and functional modules of mesoscale genome organization.	Study
1158	idr0086-miron-micrographs/experimentA	Chromatin arranges in chains of mesoscale domains with nanoscale functional topography independent of cohesin	Micrographs of G1 interphase chromatin of C127 cells with super resolved immunofluorescence (IF) signals of over 16 epigenetic markers (Nascent RNA, Elongating RNAPolII, CTCF, Cohesin subunits, SAF-A and histone modifications such as H3K4me3, H3K27me3, H3K9me3, etc), all from commercially available antibodies.	Experiment
1159	idr0086-miron-micrographs/experimentB	Chromatin arranges in chains of mesoscale domains with nanoscale functional topography independent of cohesin	Micrographs of a subset of the markers in experiment A with chromatin of different phenotype due to different stages of cell cycle: early, mid and late S phase as identified by EdU incorporation in nascent replicating regions.	Experiment
1160	idr0086-miron-micrographs/experimentC	Chromatin arranges in chains of mesoscale domains with nanoscale functional topography independent of cohesin	Micrographs of G1 interphase chromatin of HCT116 cells with and without auxin inducible degradation (AID) of a cohesin subunit with IF on a subset of the previous markers to compare the way the epigenetic regulatory landscape changes when cells are not able to use the cohesin complex to sculpt the 3D chromatin landscape.	Experiment
1161	idr0086-miron-micrographs/experimentD	Chromatin arranges in chains of mesoscale domains with nanoscale functional topography independent of cohesin	Electron Micrographs of the nucleus	Experiment
1157	idr0087-paci-nuclearimport/experimentA	Molecular determinants of large cargo transport into the nucleus	Confocal time-lapse images of nuclear import into permeabilised  cells. All experiments are labelled according to the different cargo used: capsid MS2_S37P, I53-47 and MS2, and number of NLSs on the capsid surface. For each experiment, 12 areas containing approximately 10 cells were imaged at the same time. Where independent biological replicates of the same sample are available, these are labelled as R1, R2 etc.	Experiment
1305	idr0089-fischl-coldtemp	Cold-induced chromatin compaction and nuclear retention of clock mRNAs resets the circadian rhythm	Cooling patients to sub-physiological temperatures is an integral part of modern medicine. We show that cold exposure induces temperature-specific changes to the higher-order chromatin and gene expression profiles of human cells. These changes are particularly dramatic at 18°C, a temperature synonymous with that experienced by patients undergoing controlled deep-hypothermia during surgery. Cells exposed to 18°C exhibit largely nuclear-restricted transcriptome changes. These include the nuclear accumulation of core circadian clock suppressor gene transcripts, most notably REV-ERBα. This response is accompanied by compaction of higher-order chromatin and hindrance of mRNPs from engaging nuclear pores. Rewarming reverses chromatin compaction and releases the transcripts into the cytoplasm, triggering a pulse of suppressor gene proteins that resets the circadian clock. We show that cold-induced upregulation of REV-ERBα alone is sufficient to trigger this resetting. Our findings uncover principles of the cellular cold-response that must be considered for current and future applications involving therapeutic deep-hypothermia.	Study
1303	idr0089-fischl-coldtemp/experimentA	Cold-induced chromatin compaction and nuclear retention of clock mRNAs resets the circadian rhythm	3D-SIM of human cardiomyocyte cells (AC16s) exposed to different cold temperatures stained with markers for nuclear features (chromatin modifications: H3K4me3, H3K27me3, H3K9me3; Ser2-phosphorylated C-terminal domain of RNA polymerase II; hnRNPC; Nuclear pore complex) and DAPI. Cells were grown in 6 different temperature conditions prior to fixation: 37 degrees centigrade; 28 degrees centigrade for 24 h; 18 degrees centigrade for 5 h; 18 degrees centigrade for 24 h; 18 degrees centigrade for 24 h then returned to 37 degrees centigrade for 2 h; 8 degrees centigrade for 24 h.	Experiment
1304	idr0089-fischl-coldtemp/experimentB	Cold-induced chromatin compaction and nuclear retention of clock mRNAs resets the circadian rhythm	RNA-FISH of human cardiomyocyte cells (AC16s), U2OS cells or U2OS cells with Nr1d1 knocked-out exposed to different cold temperatures stained with RNA-FISH probes for Cry2, Tp53 or Nr1d1 and DAPI. Cells were grown in 5 different temperature conditions prior to fixation: 37 degrees centigrade; 18 degrees centigrade for 5 h; 18 degrees centigrade for 5 h then returned to 37 degrees centigrade for 2h; 18 degrees centigrade for 24 h; 18 degrees centigrade for 24 h then returned to 37 degrees centigrade for 2 h.	Experiment
1351	idr0091-julou-lacinduction/experimentA	Subpopulations of sensorless bacteria drive fitness in fluctuating environments	Bacteria are inoculated in Mother Machine microfluidic channels and exposed sequentially to two different media (e.g. 4h glucose, 4h lactose, 12h glucose, 4h lactose).	Experiment
1401	idr0095-ali-asymmetry	Inherent regulatory asymmetry emanating from network architecture in a prevalent autoregulatory motif	Predicting gene expression from DNA sequence remains a major goal in the field of gene regulation. A challenge to this goal is the connectivity of the network, whose role in altering gene expression remains unclear. Here, we study a common autoregulatory network motif, the negative single-input module, to explore the regulatory properties inherited from the motif. Using stochastic simulations and a synthetic biology approach in E. coli, we find that the TF gene and its target genes have inherent asymmetry in regulation, even when their promoters are identical; the TF gene being more repressed than its targets. The magnitude of asymmetry depends on network features such as network size and TF binding affinities. Intriguingly, asymmetry disappears when the growth rate is too fast or too slow and is most significant for typical growth conditions. These results highlight the importance of accounting for network architecture in quantitative models of gene expression.	Study
1402	idr0095-ali-asymmetry/experimentA	Inherent regulatory asymmetry emanating from network architecture in a prevalent autoregulatory motif	Studying the asymmetry when the strength of regulation for Transcription factor is kept fixed (O1 operator) and the strength of regulation for target is altered (stronger than TF, same as TF or weaker than TF).	Experiment
1403	idr0095-ali-asymmetry/experimentB	Inherent regulatory asymmetry emanating from network architecture in a prevalent autoregulatory motif	Studying the asymmetry when the turnover rate of transcription factor is altered by introducing degradation tags.	Experiment
1404	idr0095-ali-asymmetry/experimentC	Inherent regulatory asymmetry emanating from network architecture in a prevalent autoregulatory motif	: Studying the asymmetry between TF and target gene when the protein dilution rate is altered by growing cells in different media.	Experiment
2104	idr0096-tratwal-marrowquant	MarrowQuant in Aging and Aplasia: A Digital Pathology Workflow For Quantification of Bone Marrow Compartments in Histological Sections	We report the development of a semi-automated image analysis plug-in, MarrowQuant, which employs the open-source software QuPath, to systematically quantify multiple bone components in H&E sections in an unbiased manner. MarrowQuant discerns and quantifies the areas occupied by bone, adipocyte ghosts, hematopoietic cells and the interstitial/microvascular compartment. A separate feature, AdipoQuant, fragments adipocyte ghosts in H&E-stained sections of extramedullary adipose tissue sections to render adipocyte area and size distribution. Quantification of BM hematopoietic cellularity with MarrowQuant lies within the range of scoring by four independent pathologists, while quantification of the total adipocyte area in whole bone sections compares with volumetric measurements.	Study
2102	idr0096-tratwal-marrowquant/experimentA	MarrowQuant in Aging and Aplasia: A Digital Pathology Workflow For Quantification of Bone Marrow Compartments in Histological Sections	MarrowQuant, a digital and quantitative pathology tool was used to quantify the different compartments within the bone marrow at different conditions, mainly aplasia and aging conditions. By using our tool, we can compare the skeletal map induced by lethal irradiation(aplasia), with longitudinal quantification of the “red-to-yellow-to-red” transition over 2 months (aging) in C57BL/6 mouse femurs and tibiae.	Experiment
2103	idr0096-tratwal-marrowquant/experimentB	MarrowQuant in Aging and Aplasia: A Digital Pathology Workflow For Quantification of Bone Marrow Compartments in Histological Sections	Away from the Mouse H&E quantification, the current version of MarrowQuant was tested on a small set of H&E bone marrow biopsies from anonymised patients. The tool performs in a comparable way as compared to the gold standard (Pathologists’ scorings), but it needs many optimisations before validating at the level of the human bone marrow biopsies quantifications and in clinical context.	Experiment
1601	idr0097-reicher-proteintag	Pooled protein tagging, cellular imaging, and in situ sequencing for monitoring drug action in real time	The levels and subcellular localizations of proteins regulate critical aspects of many cellular processes and can become targets of therapeutic intervention. However, high-throughput methods for unbiased discovery of proteins that change localization either by shuttling between compartments, by binding larger complexes or by localizing to distinct membraneless organelles are not available. Here we describe a scalable strategy to characterize effects on protein localizations and levels in response to different perturbations. We use CRISPR-Cas9 based intron tagging to generate cell pools expressing hundreds of GFP-fusion proteins from their endogenous promoters and monitor localization changes by time-lapse microscopy followed by clone identification using in situ sequencing. We show that this strategy can characterize cellular responses to drug treatment and thus identify non-classical effects such as modulation of protein-protein interactions, condensate formation and chemical degradation.	Study
1602	idr0097-reicher-proteintag/experimentB	Pooled protein tagging, cellular imaging, and in situ sequencing for monitoring drug action in real time	We use CRISPR-Cas9 based intron tagging to generate cell pools expressing more than 900 GFP-fusion proteins (one GFP-tagged protein per cell). For this experiment, we seeded the cell pool in a single well of 384-well plate and imaged the entire well twice (0h and 3h timepoint, 289 fields of view per timepoint, raw tiff files were merged to 9 tiles per well). Cells in the same well were then fixed and we performed in situ sequencing to identify the expressed sgRNA in each cell indicating which protein is GFP tagged (7 cycles of in situ sequencing by synthesis, 289 fields of view per cycle,  raw tiff files were merged to 9 tiles per well).	Experiment
1603	idr0097-reicher-proteintag/experimentC	Pooled protein tagging, cellular imaging, and in situ sequencing for monitoring drug action in real time	We use CRISPR-Cas9 based intron tagging to generate cell pools expressing more than 900 GFP-fusion proteins (one GFP-tagged protein per cell). For this experiment, we seeded the cell pool in a single well of 384-well plate and treated the cells with dBET6, a BRD4-targeting PROTAC. We imaged the entire well at three timepoints (before treatment, after 1h and 3h after treatment, 289 fields of view per timepoint). Cells in the same well were then fixed and we performed in situ sequencing to identify the expressed sgRNA in each cell indicating which protein is GFP tagged (8 cycles of in situ sequencing by synthesis, 289 fields of view per cycle).	Experiment
1604	idr0098-huang-octmos	OCT-MoS, a dataset of mouse skin squamous cell carcinoma stages by full-field optical coherence tomography	The incidence of cutaneous squamous cell carcinoma (SCC) has increased in recent years, while it remains as an understudied subject. Current methods for the diagnose of skin cancer are either invasive, present a low resolution, or images that are difficult to interpret. Full-field optical coherence tomography (FF-OCT) has proven its potential as a non-invasive imaging technique of epithelial tissue. The sub-micrometer resolution offered by FF-OCT is able to show fine features such as cell nuclei, blood vessels, and fibrous structures in the dermis. However, not many physicians are familiar with the images derived from this technique. Using a well-known mouse model of SCC, we acquired volumetric data from skin samples at different stages of the disease using our home-made FF-OCT system. We present OCT-Mouse Skin (OCT-MoS) dataset, a curated dataset of 3400 annotated tomograms distributed into four classes, representing different stages in the development of SCC: normal, dysplasia, papilloma, and SCC. This dataset has a high potential for reuse in areas such as cancer research, medical training, image processing, and deep learning.	Study
1605	idr0098-huang-octmos/experimentA	OCT-MoS, a dataset of mouse skin squamous cell carcinoma stages by full-field optical coherence tomography	Abdominal skin from FVB/N mice was untreated to serve as control samples for the normal class. Back skin from FVB/N mice was treated with immunosupresant and tumor promoter solutions to study different stages of cutaneous squamous cell carcinoma. All samples were excised and imaged by full-field optical coherence tomography.	Experiment
1606	idr0098-huang-octmos/experimentB	OCT-MoS, a dataset of mouse skin squamous cell carcinoma stages by full-field optical coherence tomography	Microscopy images of 9 H&E stain samples from mouse skin. Each slide contains different tissue samples corresponding to four different classes: normal, dysplasia, papilloma, and scc.	Experiment
1651	idr0099-jain-beetlelightsheet/experimentA	Regionalized tissue fluidization is required for epithelial gap closure during insect gastrulation	This dataset contains multiview fused images of Tribolium castaneum embryos labelled with a uniform nuclear localized eGFP signal, a uniform Histone-eGFP signal, a uniform LifeAct-eGFP signal, a uniform Tc-Squash-eGFP signal and a Gap43-eYFP signal. Selective Plane Illumination Microscopy (SPIM), was carried out on a Zeiss Lightsheet Z.1 microscope equipped with a 20x/1.0 NA Plan Apochromat water-immersion detection objective and two 10x/0.2 NA dry illumination objectives. Individual views were registered using bead-based registration and then fused to form combined 3D Tiff stacks using the Multiview reconstruction plugin in Fiji.	Experiment
1451	idr0100-capar-myelin/experimentA	A Multi-Spectral Myelin Annotation Tool for Machine Learning Based Myelin Quantification	Immunolabeling of mouse embryonic stem cell derived neurons (TUJ1) and oligodendrocytes (MBP) and their nuclei (DAPI). Cells were grown in microfluidic chambers. Myelin is annotated on images.	Experiment
2054	idr0101-payne-insitugenomeseq	In situ genome sequencing resolves DNA sequence and structure in intact biological samples	Understanding genome organization requires integration of DNA sequence and 3D spatial context, however, existing genome-wide methods lack either base-pair sequence resolution or direct spatial localization. Here, we describe in situ genome sequencing (IGS), a method for simultaneously sequencing and imaging genomes within intact biological samples. We applied IGS to human fibroblasts and early mouse embryos, spatially localizing thousands of genomic loci in individual nuclei. Using these data, we characterized parent-specific changes in genome structure across embryonic stages, revealed single-cell chromatin domains in zygotes, and uncovered epigenetic memory of global chromosome positioning within individual embryos. These results demonstrate how in situ genome sequencing can directly connect sequence and structure across length scales from single base pairs to whole organisms.	Study
2051	idr0101-payne-insitugenomeseq/experimentA	In situ genome sequencing resolves DNA sequence and structure in intact biological samples	In situ genome sequencing of human PGP1 fibroblasts.	Experiment
2052	idr0101-payne-insitugenomeseq/experimentB	In situ genome sequencing resolves DNA sequence and structure in intact biological samples	In situ genome sequencing of early mouse embryos	Experiment
1501	idr0103-coomer-hiv1fusion/experimentA	Single-cell glycolytic activity regulates membrane tension and HIV-1 fusion	TZM-bl cells stably expressing CD4 and CCR5 receptors and charged with CCF2, were exposed to HIV-1 pseudoparticles where the Vpr is cloned with BlaM (Vpr-Blam) at MOI = 1. When treating the cells with 100 mM 2-Deoxyglucose (2DG), HIV-1 fusion is blocked. Successive treatment of these cells with 100, 200 and 400 ug/mL of Cholesterol rescues HIV-1 fusion. This experiment shows that cholesterol is key for HIV-1 fusion and that 2DG might downregulate the concentration of cholesterol in the plasma membrane of the host, impeding HIV-1 to effectively fuse in the host.  There are 3 different repeats and in each repeat 6 different experiments (images acquired in different conditions).	Experiment
1701	idr0106-kubota-lunglightsheet/experimentA	Whole-organ analysis of TGF-beta-mediated remodelling of the tumour microenvironment by tissue clearing	Whole lung image of metastatic model mouse.	Experiment
1854	idr0107-morgan-hei10/experimentA	Diffusion-mediated HEI10 coarsening explains meiotic crossover positioning in Arabidopsis	Images used for HEI10 focus patterning and intensity measurements in Morgan et al., 2021. These are multichannel 3D-SIM reconstructed images of Arabidopsis pachytene cells labelled for ZYP1 and HEI10 and stained with DAPI. 3D skeleton traces of each of the 5 bivalent paths for each cell are also included to facilitate downstream image analysis.	Experiment
1951	idr0108-sabinina-nuclearporecomplex/experimentA	3D super-resolution fluorescence microscopy maps the variable molecular architecture of the Nuclear Pore Complex	Dual color super-resolution imaging of ELYS and NUP107, NUP133, RANBP2, SEH1, TPR.	Experiment
1801	idr0109-zaritsky-melanoma/experimentA	Interpretable deep learning uncovers cellular properties in label-free live cell images that are predictive of highly metastatic melanoma	Live melanoma single cell phase contrast imaging with multiple labels: cell category (PDX, cell line, melanocyte, clonal expansion), PDX metastatic efficiency (high, low, unknown), cell type (e.g. A375, MV3, m405).	Experiment
1902	idr0110-rodermund-xistrna/experimentA	Time-resolved structured illumination microscopy reveals key principles of Xist RNA spreading	In this project, XX mESCs with inducible endogenous Xist RNA, as well as XY mESCs with inducible autosomal transgenic Xist RNA, were used to study the localisation, dynamics and spreading behaviour of Xist RNA during the early phases of XCI. The Bgl-stem-loop labelling system was used in this project to label endogenous Xist RNA. A transgene encoding the BglG-Halo fusion protein was engineered to be doxycycline inducible. Later, different mutant cell lines were created using CRISPR/Cas9 genome editing. Considering the technical difficulties associated with live imaging of Xist foci, a different approach to studying Xist RNA dynamics was developed: RNA-SPLIT (Sequential Pulse Localisation Imaging over Time). In order to add temporal information one can make use of the fact that HaloTag technology enables addition of cell permeable ligands with different properties to cells, with excess ligand being washed out prior to fixation. Specifically, instead of a single HaloTag ligand, two different wavelength emitting HaloTag ligands were added sequentially after induction with doxycycline. Cells were induced for 1.5 h and 24 h before the start of the experiment to assess Xist localisation and dynamics in expansion and steady state respectively. Subsequent addition of the HaloTag ligands allowed for splitting the RNA into two differently labelled pools, pre-synthesised RNA labelled with Halo ligand 1 and newly synthesised RNA labelled with Halo ligand 2. This novel technique is especially powerful because variations of the set up can be used to study different aspects of RNA dynamics and localisation, and it can potentially be applied to any RNA and any stem-loop labelling system. Firstly, localisation of Xist to the X chromosome territory at the different stages of XCI and in different cellular backgrounds can be assessed by measuring the molecule density and volume of spread. Moreover, one can determine RNA turnover by scoring the number of pre-synthesised RNA molecules over time, while gradually increasing the staining time of newly synthesised RNA molecules for up to 4 h. Full turnover of the RNA can be assumed when no pre-synthesised RNA signal can be detected anymore. Turnover rates can be complemented by analysis of RNA transcription dynamics, quantified by scoring the number of newly synthesised RNA molecules while gradually increasing the staining time of newly synthesised RNA in 10 min intervals. Finally, RNA-SPLIT can be used to assess the localisation of newly synthesised RNA with respect to pre-synthesised RNA by measuring the distance of each newly synthesised molecule to the nearest pre-synthesised molecule. Image processing and analysis is critical for successful RNA-SPLIT experiments. After image acquisition with 3D-SIM, the data is reconstructed and undergoes quality checks through the SIMcheck plugin. Artefacts are reduced by generating modulation contrast maps and applying suitable and consistent filters to discard low modulation contrast signal. Then, background stemming from free diffusing BglG-Halo is discarded by manual thresholding. Channels are aligned using the open-source software package Chromagnon and EdU calibration data acquired on the date of image acquisition. In the final step of image processing, Xist territories are manually cropped. The volume of the cropped Xist territory gives first insights into the spreading volume of the RNA. To analyse the fully processed images, the signal is masked and the centroids of each molecule are determined by a Watershed algorithm. This allows for the counting of pre-synthesised and newly synthesised molecules at different time points and under various experimental conditions. RNA turnover and transcription dynamics can be deduced from this information. The localisation of each molecule in 3D determined by the Watershed algorithm can then be used to conduct NNA, where the distance of each newly synthesised molecule to its nearest neighbouring pre-synthesised molecule is measured. Variations of NNA, where distances between all RNA molecules or between the approximate transcription site and newly synthesised RNA are determined, can be used to examine RNA density and spreading behaviour. The development of this new tool for studying RNA localisation and dynamics allows for the addition of temporal resolution to super-resolved localisation microscopy data without the need for live cell imaging.	Experiment
1851	idr0111-lee-cellmigration	Distinct Roles of Tumor Associated Mutations in Collective Cell Migration	Recent evidence suggests that groups of cells are more likely to form clinically dangerous metastatic tumors, emphasizing the importance of understanding mechanisms underlying collective behavior. The emergent collective behavior of migrating cell sheets in vitro has been shown to be disrupted in tumorigenic cells but the connection between this behavior and in vivo tumorigenicity remains unclear. We use particle image velocimetry to measure a multidimensional migration phenotype for genetically defined human breast epithelial cell lines that range in their in vivo behavior from non-tumorigenic to aggressively metastatic. By using cells with controlled mutations, we show that PTEN deletion enhances collective migration, while Ras activation suppresses it, even when combined with PTEN deletion. These opposing effects on collective migration of two mutations that are frequently found in patient tumors could be exploited in the development of novel treatments for metastatic disease. Our methods are based on label-free phase contrast imaging, and thus could easily be applied to patient tumor cells. The short time scales of our approach do not require potentially selective growth, and thus in combination with label-free imaging would allow multidimensional collective migration phenotypes to be utilized in clinical assessments of metastatic potential.	Study
1852	idr0111-lee-cellmigration/experimentA	Distinct Roles of Tumor Associated Mutations in Collective Cell Migration	MCF10A, PTEN-/-, KRas, and KRas/PTEN-/- cell lines or the MCF10A and MDA-MB-231 cell lines were plated in a collective migration assay that uses circular cell sheets.  Tiled images of each full cell sheet were taken before and after a set of time lapse images was taken of two ROIs in each cell sheet.	Experiment
1853	idr0111-lee-cellmigration/experimentB	Distinct Roles of Tumor Associated Mutations in Collective Cell Migration	MCF10A, PTEN-/-, KRas, and KRas/PTEN-/- cell lines were plated in a collective migration assay that uses circular cell sheets.  Duplicates plates were used to create fixed samples at t=0 (plate 1) and t=15 h (plate 2).  The fixed samples were stained with DAPI.	Experiment
1903	idr0113-bottes-opcclones/experimentA	Live imaging of remyelination in the adult mouse corpus callosum	We genetically targeted OPCs using mice expressing a tamoxifen (Tam)-inducible Cre recombinase under the control of the endogenous Achaete-scute homolog 1 (Ascl1) promoter crossed with a tdTomato reporter mouse line (Ascl1-tdTomato mice). To induce focal demyelination in the CC, mice were injected with LPC in the posterior CC. Mice were implanted with a transcortical window allowing for optical access using 2-photon microscopy. Tamoxifen (TAM) was injected 2 and 3 days after LPC injection to induce sparse labeling of Ascl1-targeted OPCs. Labeled OPC clones were imaged every day up to two months.	Experiment
2151	idr0114-lindsay-hdbr/experimentA	Enabling research with human embryonic and fetal tissue resources	Immunohistochemistry, immunofluorescence and RNAscope analysis in early human development from 3 to 19 weeks post conception.	Experiment
2301	idr0115-otsuka-nucleoporins/experimentA	A quantitative map of nuclear pore assembly reveals two distinct mechanisms	3D time-lapse imaging of nucleoporins and DNA during mitosis exit.	Experiment
2053	idr0116-deboer-npod/experimentA	Large-scale electron microscopy database for human type 1 diabetes	Scanning transmission electron microscopy of Islets of Langerhans.	Experiment
2001	idr0117-croce-marimba/experimentA	ske-T, a T-box gene expressed in the skeletogenic mesenchyme lineage of the sea urchin embryo	Spatial distribution of ske-T transcripts during development.	Experiment
2101	idr0118-keenan-flylightsheet/experimentA	Dynamics of Drosophila endoderm specification	Time-lapse microscopy was performed on Drosophila embryos containing an endogenous transcriptional reporter for the genes tailless (tll), huckebein (hkb), brachyenteron (byn), forkhead (fkh), and wingless (wg) using a light-sheet microscope.  Images were taken once every minute from the start of nuclear cycle 11 to the start of gastrulation (approximately 90 minutes total) in order to track transcription of genes in individual nuclei in the posterior third of the embryo.	Experiment
2251	idr0123-mota-mifish/experimentA	Simultaneous visualization of DNA loci in single cells by combinatorial multi-color iFISH	Datasets 1 and 2 are replicates of the same experimental design which consists of 16 probes targeting 16 consecutive loci on chromosome 2 using iFISH4U. The 16 probes targeting different loci are spaced with 3 or 20 Mb in order to study relatively small genomic distances and compare them with larger distances. Furthermore, 10 loci are made by a combination of two colours alternating within the locus and 6 loci have only one colour. Dataset 3 is a single colour experiment where one probe with alternated colours (AF488-AF594) was tested together with other two probes in different colours located in distinct genomic sites. There is 1 probe with AF488 dye, 1 probe with AT542, 1 probe with AF594 and 1 probe with AT647N. Dataset 4 is a single colour experiment where one probe with alternated colours (AT542-AT647N) was tested together with two other probes in different colours located in distinct genomic sites. There is 1 probe with AF488 dye, 1 probe with AT542, 1 probe with AF594 and 1 probe with AT647N. Dataset 5 consists of 23 probes targeting 23 consecutive loci on chromosome 1 using iFISH4U. The 23 loci are spaced with 10 Mb. There are 3 probes with AF488 dye, 4 probes with AT542, 4 probes with AF594, 4 probes with AT647N, 4 probes with AF700 and 4 probes with AF790. Datasets 6 and 7 are replicates of the same experimental design which consists of 21 probes targeting 21 consecutive loci on chromosome 2 using iFISH4U. The 23 loci are spaced with 10 Mb. There are 3 probes with AF488 dye, 3 probes with AT542, 3 probes with AF594, 3 probes with AT647N, 6 probes with AF700 and 3 probes with AF790. Datasets 8 and 9 are replicates of the same experimental design which consists of 13 probes targeting 13 consecutive loci on chromosome 10 using iFISH4U. The 23 loci are spaced with 10 Mb. There are 2 probes with AF488 dye, 2 probes with AT542, 3 probes with AF594, 2 probes with AT647N, 2 probes with AF700 and 2 probes with AF790.	Experiment
2201	idr0124-esteban-heartmorphogenesis/experimentA	Pseudo-dynamic analysis of heart tube formation in the mouse reveals strong regional variability and early left-right asymmetry	Imaging of a temporally dense collection of mouse embryonic heart morphologies between E7.75 and E8.5.	Experiment
2252	idr0127-baer-phenotypicheterogeneity	Quantification of within patient Staphylococcus aureus phenotypic heterogeneity as a proxy for presence of persisters across clinical presentations	Staphylococcus aureus was isolated from patients suffering cardiovascular, prosthetic joint or other infections and plated on Columbia sheep blood agar. Macroscopic time-lapse imaging was performed to quantify colony appearance-time and growth-rate. As a baseline reference, the same time-lapse imaging protocol was used after subculturing clinical isolates in tryptic soy broth until bacteria reached exponential growth phase.	Study
2253	idr0127-baer-phenotypicheterogeneity/experimentA	Quantification of within patient Staphylococcus aureus phenotypic heterogeneity as a proxy for presence of persisters across clinical presentations	Bacteria were directly isolated from patient material and then spread-plated on Columbia Sheep Blood agar plates. Samples were time-lapse imaged.	Experiment
2254	idr0127-baer-phenotypicheterogeneity/experimentB	Quantification of within patient Staphylococcus aureus phenotypic heterogeneity as a proxy for presence of persisters across clinical presentations	Bacteria were directly isolated from patient material and then spread-plated on Columbia Sheep Blood agar plates. Samples were endpoint (single isolated timepoint, usually 24h and 48h) imaged.	Experiment
2255	idr0127-baer-phenotypicheterogeneity/experimentC	Quantification of within patient Staphylococcus aureus phenotypic heterogeneity as a proxy for presence of persisters across clinical presentations	After Experiment A or B, bacteria were stored at -80C. Bacteria were restreaked on columbia sheep blood agar and single colonies inoculated in tryptic soy broth for overnight growth. These cultures were dilute 1:10 and incubated for 2h. From these exponential cultures, time-lapse imaging was started.	Experiment
